Canton,Consumption profiles of typical households,Period,Product,Total excl. VAT (Rp./kWH),Grid usage (Rp./kWH),Energy supply costs (Rp./kWH),Community fees (Rp./kWH),Feed-in remuneration at cost (KEV) (Rp./kWH),Metering rate (Rp./kWH),Tariff for metering in CHF per year
Vaud,C6,2020,Standard product,15.672,4.621,7.851,0.9,2.3,-,-
Aargau,C6,2013,Standard product,12.523,3.451,8.444,0.27,0.45,-,-
Schaffhausen,C6,2012,Standard product,12.724,4.388,7.9165,0,0.45,-,-
Geneva,C6,2013,Standard product,14.669,4.224,9.336,0.658,0.45,-,-
Appenzell Innerrhoden,C6,2018,Standard product,11.124,4.121,4.703,0,2.3,-,-
Thurgau,C6,2015,Standard product,13.962,6.16,6.586,0.2,1.1,-,-
Obwalden,C6,2016,Standard product,13.39,4.986,6.204,0.9,1.3,-,-
Schaffhausen,C6,2013,Standard product,13.693,4.609,8.634,0,0.45,-,-
Obwalden,C6,2018,Standard product,14.157,4.953,6.004,0.9,2.3,-,-
Valais,C6,2011,Standard product,16.472,5.252,9.337,0.22,0.45,-,-
Solothurn,C6,2015,Standard product,15.318,5.29,8.676,0.494,1.1,-,-
Thurgau,C6,2024,Standard product,26.953,7.694,16.53,0.3,2.3,-,-
Aargau,C6,2014,Standard product,12.645,3.992,7.379,0.27,0.6,-,-
Thurgau,C6,2026,Standard product,22.277,7.048,12.9,0.2,2.3,0.036,540
Appenzell Innerrhoden,C6,2016,Standard product,9.784,3.731,4.753,0,1.3,-,-
St Gallen,C6,2019,Standard product,13.194,4.594,5.7765,0.435,2.3,-,-
Thurgau,C6,2022,Standard product,15.285,5.331,7.1,0.3,2.3,-,-
St Gallen,C6,2013,Standard product,12.5,3.947,7.784,0.2,0.45,-,-
Aargau,C6,2012,Standard product,12.203,3.601,8.146,0.27,0.45,-,-
Thurgau,C6,2025,Standard product,25.442,6.72,15.009,0.15,2.3,-,-
Thurgau,C6,2021,Standard product,14.571,5.026,6.674,0.31,2.3,-,-
Schaffhausen,C6,2017,Standard product,11.083,5.2855,4.544,0,1.5,-,-
Geneva,C6,2016,Standard product,16.37,4.961,9.336,0.774,1.3,-,-
Zug,C6,2012,Standard product,12.69,4.021,8.218,0,0.45,-,-
Solothurn,C6,2017,Standard product,13.575,5.031,6.458,0.02,1.5,-,-
Schaffhausen,C6,2018,Standard product,12.658,5.255,5.103,0,2.3,-,-
Zug,C6,2015,Standard product,12.212,4.413,6.648,0.05,1.1,-,-
Schaffhausen,C6,2019,Standard product,12.92,5.143,5.478,0,2.3,-,-
Geneva,C6,2017,Standard product,15.929,4.817,8.861,0.752,1.5,-,-
Geneva,C6,2011,Standard product,15.237,3.56,10.672,0.555,0.45,-,-
Zug,C6,2011,Standard product,12.276,4.134,7.692,0,0.45,-,-
Schaffhausen,C6,2021,Standard product,13.002,5.021,5.68,0,2.3,-,-
Schaffhausen,C6,2025,Standard product,23.238,8.438,12.5,0,2.3,-,-
Zurich,C6,2026,Standard product,20.295,6.128,11.151,0.05,2.3,0.04,600
Valais,C6,2023,Standard product,24.07,4.104,17.176,0.49,2.3,-,-
Solothurn,C6,2024,Standard product,26.59,8.237,17.168,0.191,2.3,-,-
Valais,C6,2014,Standard product,13.594,4.739,7.758,0.498,0.6,-,-
Ticino,C6,2011,Standard product,16.06,6.937,7.613,1.07,0.45,-,-
Solothurn,C6,2018,Standard product,15.511,4.923,7.865,0.02,2.3,-,-
Geneva,C6,2018,Standard product,15.895,4.271,8.718,0.606,2.3,-,-
Schaffhausen,C6,2015,Standard product,12.931,5.047,6.636,0,1.1,-,-
Valais,C6,2019,Standard product,14.592,4.4,7.362,0.53,2.3,-,-
Zurich,C6,2025,Standard product,22.475,6.219,15.183,0.05,2.3,-,-
Appenzell Ausserrhoden,C6,2019,Standard product,13.194,5.433,5.461,0,2.3,-,-
Appenzell Innerrhoden,C6,2011,Standard product,11.877,4.171,7.256,0,0.45,-,-
Solothurn,C6,2021,Standard product,15.711,5.1,8.507,0.219,2.3,-,-
Ticino,C6,2018,Standard product,15.052,5.632,5.92,1.35,2.3,-,-
Zurich,C6,2019,Standard product,11.723,3.74,5.512,0.05,2.3,-,-
Appenzell Innerrhoden,C6,2012,Standard product,11.826,3.821,7.555,0,0.45,-,-
Thurgau,C6,2011,Standard product,13.433,4.51,7.834,0.2,0.45,-,-
Vaud,C6,2019,Standard product,15.508,4.564,7.571,0.9,2.3,-,-
Thurgau,C6,2023,Standard product,23.303,5.676,13.676,0.3,2.3,-,-
Obwalden,C6,2025,Standard product,19.413,6.477,9.736,0.9,2.3,-,-
Zug,C6,2020,Standard product,16.544,6.127,7.882,0.235,2.3,-,-
Ticino,C6,2016,Standard product,15.147,5.806,6.765,1.24,1.3,-,-
Thurgau,C6,2012,Standard product,13.512,4.828,7.923,0.12,0.45,-,-
Valais,C6,2026,Standard product,22.365,7.157,13.352,0.5,2.3,0.033,494.16
Ticino,C6,2015,Standard product,15.358,5.806,6.92,1.16,1.1,-,-
Ticino,C6,2021,Standard product,16.093,5.443,6.9,1.45,2.3,-,-
Thurgau,C6,2020,Standard product,14.762,5.036,6.680666666666666,0.31,2.3,-,-
Appenzell Ausserrhoden,C6,2020,Standard product,13.85,5.203,6.347,0,2.3,-,-
Appenzell Ausserrhoden,C6,2018,Standard product,12.483,5.513,4.671,0,2.3,-,-
Solothurn,C6,2011,Standard product,15.376,5.05,9.876,0.02,0.45,-,-
Obwalden,C6,2013,Standard product,13.895,4.11,8.635,0.7,0.45,-,-
Obwalden,C6,2023,Standard product,23.045,4.865,14.981,0.9,2.3,-,-
Geneva,C6,2021,Standard product,15.691,4.271,8.556,0.564,2.3,-,-
Aargau,C6,2011,Standard product,12.659,3.71,8.183,0.2,0.45,-,-
Appenzell Innerrhoden,C6,2023,Standard product,21.237,5.49,13.446,0,2.3,-,-
Thurgau,C6,2019,Standard product,13.995,5.112,6.067,0.35,2.3,-,-
St Gallen,C6,2020,Standard product,14.037,4.518,6.4235,0.3,2.3,-,-
Zurich,C6,2015,Standard product,12.212,4.413,6.648,0.05,1.1,-,-
St Gallen,C6,2017,Standard product,11.567,4.6415,4.642,0.3,1.5,-,-
Zurich,C6,2016,Standard product,12.013,4.577,6.086,0.05,1.3,-,-
Geneva,C6,2015,Standard product,16.17,4.961,9.336,0.774,1.1,-,-
Obwalden,C6,2011,Standard product,13.492,4.7,8.341,0,0.45,-,-
Neuchâtel,C6,2013,Standard product,15.147,4.543,8.254,1.9,0.45,-,-
St Gallen,C6,2014,Standard product,11.901,4.5745,6.327333333333334,0.3,0.6,-,-
Appenzell Innerrhoden,C6,2026,Standard product,21.577,7.164,12.086,0,2.3,0.027,402
Aargau,C6,2019,Standard product,14.041,3.447,6.613,0.31,2.3,-,-
St Gallen,C6,2016,Standard product,11.722666666666667,4.772,5.288,0.3,1.3,-,-
Obwalden,C6,2012,Standard product,14.209,4.424,8.635,0.7,0.45,-,-
Appenzell Innerrhoden,C6,2015,Standard product,11.046,3.721,6.225,0,1.1,-,-
Appenzell Innerrhoden,C6,2019,Standard product,12.233,4.21,5.723,0,2.3,-,-
Appenzell Ausserrhoden,C6,2017,Standard product,11.42,5.137,4.783,0,1.5,-,-
Zug,C6,2019,Standard product,16.037,6.427,7.075,0.235,2.3,-,-
Solothurn,C6,2025,Standard product,25.11,6.226,15.258,0.184,2.3,-,-
Appenzell Ausserrhoden,C6,2026,Standard product,20.05,5.925,11.786,0,2.3,0.039,584.4
Ticino,C6,2024,Standard product,25.841,8.67,13.77,1.33,2.3,-,-
Appenzell Ausserrhoden,C6,2015,Standard product,10.799,3.593,6.106,0,1.1,-,-
Fribourg,C6,2018,Standard product,14.74,3.815,8.626,0,2.3,-,-
Fribourg,C6,2016,Standard product,14.134,4.208,8.626,0,1.3,-,-
Aargau,C6,2023,Standard product,19.32,4.705,12.2,0.3,2.3,-,-
Zurich,C6,2018,Standard product,11.356,4.238,4.967,0.05,2.3,-,-
Ticino,C6,2020,Standard product,15.995,5.3,6.95,1.41,2.3,-,-
Ticino,C6,2019,Standard product,15.785,5.414,6.7,1.37,2.3,-,-
Ticino,C6,2014,Standard product,15.318,6.256,7.292,1.17,0.6,-,-
Schaffhausen,C6,2014,Standard product,12.352,4.922,6.988,0,0.6,-,-
Schaffhausen,C6,2026,Standard product,22.658,8.596,11.69,0,2.3,0.072,1080
Schaffhausen,C6,2020,Standard product,13.412,5.299,5.813,0,2.3,-,-
Ticino,C6,2013,Standard product,15.779,5.451,8.018,1.07,0.45,-,-
Ticino,C6,2012,Standard product,16.242,5.855,7.947,1.07,0.45,-,-
Valais,C6,2015,Standard product,14.745,5.722,7.236,0.687,1.1,-,-
Zug,C6,2013,Standard product,12.436,3.81,8.177,0,0.45,-,-
Zug,C6,2026,Standard product,14.651,5.428,6.3,0.59,2.3,0.033,492
Fribourg,C6,2013,Standard product,12.703,3.627,8.626,0,0.45,-,-
Aargau,C6,2021,Standard product,12.831,3.782,6.907,0.27,2.3,-,-
Fribourg,C6,2015,Standard product,14.104,4.378,8.626,0,1.1,-,-
Fribourg,C6,2017,Standard product,14.278,4.152,8.626,0,1.5,-,-
Vaud,C6,2026,Standard product,22.939,5.68,13.352,1.374,2.3,0.033,494.16
Obwalden,C6,2019,Standard product,14.433,4.973,6.26,0.9,2.3,-,-
Aargau,C6,2024,Standard product,25.951,6.23,17.865,0.317,2.3,-,-
Aargau,C6,2018,Standard product,12.074,3.648,5.452,0.29,2.3,-,-
St Gallen,C6,2023,Standard product,21.065,5.537,12.767,0.46,2.3,-,-
Geneva,C6,2022,Standard product,15.86,4.424,8.556,0.58,2.3,-,-
Neuchâtel,C6,2022,Standard product,16.397,5.229,8.376,1.2,2.3,-,-
Aargau,C6,2026,Standard product,19.224,5.591,10.45,0.387,2.3,0.024,360
Vaud,C6,2014,Standard product,15.084,4.586,8.997,0.9,0.6,-,-
Aargau,C6,2016,Standard product,11.607,4.034,5.144,0.29,1.3,-,-
St Gallen,C6,2011,Standard product,12.163,4.457,7.133,0.153,0.45,-,-
Bern,C6,2013,Standard product,14.078,4.545,9.062,0.02,0.45,-,-
Bern,C6,2023,Standard product,18.568,6.188,10.06,0.02,2.3,-,-
Obwalden,C6,2014,Standard product,14.203,4.668,8.035,0.9,0.6,-,-
St Gallen,C6,2015,Standard product,12.33975,4.683,6.162,0.3,1.1,-,-
Neuchâtel,C6,2017,Standard product,15.827,5.114,7.562,1.65,1.5,-,-
Valais,C6,2017,Standard product,11.076,4.157,4.92,0.499,1.5,-,-
Valais,C6,2016,Standard product,13.552,5.057,6.588,0.607,1.3,-,-
Geneva,C6,2024,Standard product,23.385,7.052,13.261,0.772,2.3,-,-
Valais,C6,2020,Standard product,14.292,3.8,7.732,0.46,2.3,-,-
Schaffhausen,C6,2011,Standard product,12.485,4.148,7.887,0,0.45,-,-
Schaffhausen,C6,2023,Standard product,17.336,6.23,8.806,0,2.3,-,-
Valais,C6,2018,Standard product,14.196,4.539,6.816,0.54,2.3,-,-
Zug,C6,2023,Standard product,27.257,7.575,16.422,0.96,2.3,-,-
Schaffhausen,C6,2024,Standard product,22.167,8.457,11.41,0,2.3,-,-
Zug,C6,2025,Standard product,21.104,6.054,12.75,0,2.3,-,-
Zug,C6,2014,Standard product,12.296,4.417,7.279,0,0.6,-,-
Valais,C6,2022,Standard product,14.922,3.68,8.502,0.44,2.3,-,-
Zug,C6,2021,Standard product,16.664,6.69,7.439,0.235,2.3,-,-
Valais,C6,2013,Standard product,14.037,4.939,8.114,0.533,0.45,-,-
Valais,C6,2024,Standard product,27.572,5.496,19.256,0.52,2.3,-,-
Geneva,C6,2026,Standard product,18.582,5.549,10.021,0.672,2.3,0.04,600
Valais,C6,2021,Standard product,13.542,3.8,6.982,0.46,2.3,-,-
Geneva,C6,2025,Standard product,20.092,6.011,11.018,0.763,2.3,-,-
Zug,C6,2022,Standard product,17.778,7.068,7.939,0.47,2.3,-,-
Valais,C6,2025,Standard product,22.109,6.668,12.191,0.5,2.3,-,-
Schaffhausen,C6,2022,Standard product,13.529,4.994,6.235,0,2.3,-,-
Geneva,C6,2020,Standard product,15.661,4.271,8.526,0.564,2.3,-,-
Geneva,C6,2012,Standard product,15.003,4.224,9.67,0.658,0.45,-,-
Geneva,C6,2023,Standard product,19.644,5.089,11.583,0.672,2.3,-,-
Ticino,C6,2026,Standard product,20.967,7.39,9.717,1.42,2.3,0.028,420
Zurich,C6,2017,Standard product,11.011,4.451,5.128,0.05,1.5,-,-
Solothurn,C6,2016,Standard product,13.113,5.095,6.698,0.02,1.3,-,-
Appenzell Ausserrhoden,C6,2012,Standard product,11.229,3.523,7.256,0,0.45,-,-
Schaffhausen,C6,2016,Standard product,11.999,5.2325,5.652,0,1.3,-,-
Obwalden,C6,2017,Standard product,13.34,4.94,6,0.9,1.5,-,-
Appenzell Ausserrhoden,C6,2016,Standard product,10.786,4.284,5.202,0,1.3,-,-
Ticino,C6,2025,Standard product,21.77,7.58,10.35,1.43,2.3,-,-
Zurich,C6,2011,Standard product,12.276,4.134,7.692,0,0.45,-,-
Ticino,C6,2023,Standard product,20.038,6.504,12,1.33,2.3,-,-
Appenzell Ausserrhoden,C6,2014,Standard product,10.281,3.545,6.137,0,0.6,-,-
Appenzell Ausserrhoden,C6,2024,Standard product,24.873,7.199,15.374,0,2.3,-,-
Ticino,C6,2022,Standard product,15.936,5.397,7.33,1.39,2.3,-,-
Solothurn,C6,2019,Standard product,16.167,4.979,8.507,0.02,2.3,-,-
Solothurn,C6,2022,Standard product,16.537,5.431,8.239,0.23,2.3,-,-
Solothurn,C6,2020,Standard product,16.721,5.048,8.507,0.02,2.3,-,-
Solothurn,C6,2013,Standard product,14.315,4.448,9.397,0.02,0.45,-,-
Glarus,C6,2016,Standard product,12.691,4.887,5.374,0.3,1.3,-,-
Grisons,C6,2017,Standard product,17.952,7.055,8.37,1.2,1.5,-,-
Lucerne,C6,2020,Standard product,7.632,3.8,1.247,0.285,2.3,-,-
Schwyz,C6,2018,Standard product,12.649,5.108,5.181,0.4,2.3,-,-
Basel Landschaft,C6,2012,Standard product,12.962,3.607,8.695,0.21,0.45,-,-
Basel Stadt,C6,2013,Standard product,17.335,3.521,7.964,5.4,0.45,-,-
Nidwalden,C6,2025,Standard product,14.468,5.668,5.5,1,2.3,-,-
Nidwalden,C6,2011,Standard product,15.638,5.989,8.699,0.5,0.45,-,-
Lucerne,C6,2017,Standard product,13.344,5.399,6.04,0.405,1.5,-,-
Basel Stadt,C6,2023,Standard product,24.959,7.986,8.764,5.909,2.3,-,-
Glarus,C6,2024,Standard product,21.76,8.095,11.702,0.3,2.3,-,-
Schwyz,C6,2022,Standard product,14.975,4.924,7.677,0.4,2.3,-,-
Basel Stadt,C6,2011,Standard product,17.655,4.181,7.964,5.06,0.45,-,-
Lucerne,C6,2013,Standard product,13.747,4.799,8.306,0.337,0.45,-,-
Jura,C6,2019,Standard product,16.986,5.606,9.06,0.02,2.3,-,-
Glarus,C6,2014,Standard product,12.995,4.757,6.007,0.3,0.6,-,-
Jura,C6,2016,Standard product,15.714,6.331,8.062,0.02,1.3,-,-
Vaud,C6,2011,Standard product,16.7,5.813,9.337,0.9,0.45,-,-
Schwyz,C6,2011,Standard product,12.861,4.302,8.049,0.06,0.45,-,-
Jura,C6,2011,Standard product,14.498,4.977,9.051,0.02,0.45,-,-
Nidwalden,C6,2015,Standard product,13.67,4.67,6.9,1,1.1,-,-
Glarus,C6,2025,Standard product,20.42,6.514,11.2,0.3,2.3,-,-
Bern,C6,2019,Standard product,16.986,5.606,9.06,0.02,2.3,-,-
Glarus,C6,2015,Standard product,12.858,4.657,6.007,0.3,1.1,-,-
Uri,C6,2020,Standard product,13.946,6.218,4.928,0.5,2.3,-,-
Glarus,C6,2023,Standard product,19.61,6.605,10.6,0.3,2.3,-,-
Glarus,C6,2019,Standard product,13.972,5.661,5.5,0.3,2.3,-,-
Bern,C6,2025,Standard product,20.747,7.067,11.36,0.02,2.3,-,-
Basel Landschaft,C6,2022,Standard product,13.94,4.484,6.926,0.23,2.3,-,-
Uri,C6,2014,Standard product,15.282,6.79,7.263,0.63,0.6,-,-
Schwyz,C6,2023,Standard product,26.403,6.11,15.603,0.34,2.3,-,-
Basel Stadt,C6,2020,Standard product,21.649,6.807,6.712,5.83,2.3,-,-
Schwyz,C6,2015,Standard product,13.438,5.328,6.648,0.06,1.1,-,-
Nidwalden,C6,2018,Standard product,14.701,4.501,6.9,1,2.3,-,-
Nidwalden,C6,2012,Standard product,13.132,4.362,7.4,0.92,0.45,-,-
Basel Landschaft,C6,2024,Standard product,23.387,6.884,14.013,0.191,2.3,-,-
Basel Landschaft,C6,2017,Standard product,13.575,4.234,7.44,0.401,1.5,-,-
Jura,C6,2014,Standard product,14.814,5.131,9.062,0.02,0.6,-,-
Schwyz,C6,2013,Standard product,13.226,4.575,8.3215,0.06,0.45,-,-
Glarus,C6,2020,Standard product,14.192,5.461,5.9,0.3,2.3,-,-
Zurich,C6,2020,Standard product,13.053,4.099,7.094,0.05,2.3,-,-
Jura,C6,2017,Standard product,15.861,6.281,8.06,0.02,1.5,-,-
Basel Landschaft,C6,2021,Standard product,13.248,3.994,6.734,0.219,2.3,-,-
Grisons,C6,2019,Standard product,17.458,6.558,7.4,1,2.3,-,-
Basel Landschaft,C6,2018,Standard product,14.284,4.154,7.391,0.44,2.3,-,-
Uri,C6,2019,Standard product,14.026,6.298,4.928,0.5,2.3,-,-
Jura,C6,2015,Standard product,15.338,5.155,9.062,0.02,1.1,-,-
Basel Stadt,C6,2024,Standard product,26.614,9.576,8.919,5.818,2.3,-,-
Lucerne,C6,2025,Standard product,17.325,5.932,8.5,0.593,2.3,-,-
Schwyz,C6,2020,Standard product,14.26,4.398,7.094,0.4,2.3,-,-
Nidwalden,C6,2019,Standard product,14.621,4.421,6.9,1,2.3,-,-
Basel Landschaft,C6,2014,Standard product,12.339,3.947,7.448,0.344,0.6,-,-
Jura,C6,2021,Standard product,16.906,5.526,9.06,0.02,2.3,-,-
Basel Landschaft,H7,2020,Standard product,17.909,6.554,8.682,0.372,2.3,-,-
Basel Stadt,C6,2026,Standard product,25.267,8.236,8.919,5.757,2.3,0.054,816
Glarus,H7,2024,Standard product,30.809,14.452,13.7,0.3,2.3,-,-
Thurgau,H7,2014,Standard product,16.239,8.4815,6.621,0.245,0.6,-,-
Zurich,C6,2023,Standard product,18.851,5.114,10.613,0.05,2.3,-,-
Schwyz,C6,2016,Standard product,12.513,5.27,5.547,0.3,1.3,-,-
Lucerne,C6,2012,Standard product,14.023,5.146,8.221,0.356,0.45,-,-
Bern,C6,2014,Standard product,14.814,5.131,9.062,0.02,0.6,-,-
Basel Landschaft,C6,2015,Standard product,12.231,3.847,6.79,0.494,1.1,-,-
Basel Stadt,C6,2019,Standard product,21.821,6.887,6.712,5.922,2.3,-,-
Schwyz,C6,2019,Standard product,13.156,4.901,5.387,0.4,2.3,-,-
Basel Stadt,C6,2015,Standard product,19.558,6.017,6.912,5.53,1.1,-,-
Nidwalden,C6,2020,Standard product,14.541,4.341,6.9,1,2.3,-,-
Basel Landschaft,C6,2019,Standard product,14.194,4.074,7.391,0.429,2.3,-,-
Jura,C6,2020,Standard product,16.906,5.526,9.06,0.02,2.3,-,-
Jura,C6,2026,Standard product,21.804,6.907,10.86,1.7,2.3,0.038,564
Bern,C6,2020,Standard product,16.906,5.526,9.06,0.02,2.3,-,-
Schwyz,C6,2025,Standard product,24.983,5.96,17.258,0.26,2.3,-,-
Lucerne,C6,2023,Standard product,23.444,5.088,15.547,0.509,2.3,-,-
Vaud,C6,2013,Standard product,15.194,4.307,9.337,0.9,0.45,-,-
Nidwalden,C6,2014,Standard product,13.5,4.7,7.2,1,0.6,-,-
Basel Stadt,C6,2014,Standard product,17.302,4.281,6.912,5.509,0.6,-,-
Glarus,C6,2022,Standard product,14.199,5.261,5.65,0.3,2.3,-,-
Schwyz,C6,2012,Standard product,12.735,4.176,8.049,0.06,0.45,-,-
Jura,C6,2024,Standard product,22.417,8.237,11.86,0.02,2.3,-,-
Schwyz,C6,2017,Standard product,12.199,5.188,4.974,0.4,1.5,-,-
Nidwalden,C6,2021,Standard product,13.172,4.072,5.8,1,2.3,-,-
Basel Landschaft,C6,2016,Standard product,11.785,3.757,6.303,0.424,1.3,-,-
Schwyz,C6,2026,Standard product,24.508,6.566,13.414,0.3,2.3,0.036,540
Thurgau,C6,2013,Standard product,13.594,4.679,8.254,0.1435,0.45,-,-
Thurgau,C6,2017,Standard product,13.099,5.884,4.98,0.28,1.5,-,-
Zug,C6,2018,Standard product,15.986,6.593,6.858,0.235,2.3,-,-
Obwalden,C6,2026,Standard product,19.427,6.458,9.72,0.9,2.3,0.05,744
St Gallen,C6,2018,Standard product,12.483,4.753,4.671,0.2,2.3,-,-
Appenzell Ausserrhoden,C6,2013,Standard product,11.505,3.271,7.784,0,0.45,-,-
Vaud,C6,2025,Standard product,22.275,6.175,12.18,1.37,2.3,-,-
Appenzell Ausserrhoden,C6,2023,Standard product,20.66,5.593,12.767,0,2.3,-,-
Zurich,C6,2014,Standard product,12.296,4.417,7.279,0,0.6,-,-
Zug,C6,2016,Standard product,12.013,4.577,6.086,0.05,1.3,-,-
Thurgau,C6,2016,Standard product,13.676,6.07,5.465,0.245,1.3,-,-
Basel Landschaft,C6,2011,Standard product,13.025,3.826,8.66,0.09,0.45,-,-
Basel Stadt,C6,2022,Standard product,21.756,6.904,6.712,5.84,2.3,-,-
Jura,C6,2018,Standard product,17.113,5.733,9.06,0.02,2.3,-,-
Nidwalden,C6,2017,Standard product,13.981,4.581,6.9,1,1.5,-,-
Lucerne,C6,2015,Standard product,14.11,5.399,7.206,0.405,1.1,-,-
Grisons,C6,2025,Standard product,20.7,7.793,12.38,1.2,2.3,-,-
Glarus,C6,2013,Standard product,10.925,4.427,6.031,0.1,0.45,-,-
Thurgau,C6,2014,Standard product,13.365,5.725,6.8096,0.2,0.6,-,-
Basel Stadt,C6,2012,Standard product,17.521,3.847,7.964,5.26,0.45,-,-
Basel Landschaft,C6,2013,Standard product,12.003,3.457,7.876,0.22,0.45,-,-
Zurich,C6,2024,Standard product,26.84,6.83,18.378,0.05,2.3,-,-
Appenzell Ausserrhoden,C6,2022,Standard product,13.735,4.736,6.699,0,2.3,-,-
Zug,C6,2024,Standard product,29.932,9.964,16.708,0.96,2.3,-,-
Solothurn,C6,2012,Standard product,14.636,4.69,9.476,0.02,0.45,-,-
Solothurn,C6,2023,Standard product,22.721,6.188,15.165,0.179,2.3,-,-
Ticino,C6,2017,Standard product,15.075,5.774,6.202,1.2,1.5,-,-
Solothurn,C6,2026,Standard product,23.026,6.164,13.109,0.161,2.3,0.034,504
Zug,C6,2017,Standard product,11.011,4.332,5.128,0.05,1.5,-,-
Appenzell Ausserrhoden,C6,2021,Standard product,13.448,4.444,6.704,0,2.3,-,-
Valais,C6,2012,Standard product,15.92,4.802,9.337,0.22,0.45,-,-
Aargau,C6,2020,Standard product,14.625,3.608,7.141,0.3,2.3,-,-
Appenzell Innerrhoden,C6,2017,Standard product,9.954,4.201,4.253,0,1.5,-,-
Vaud,C6,2018,Standard product,15.188,4.498,7.29,0.9,2.3,-,-
Obwalden,C6,2022,Standard product,14.525,4.565,6.76,0.9,2.3,-,-
Thurgau,C6,2018,Standard product,13.522,5.435666666666667,5.181,0.31,2.3,-,-
St Gallen,C6,2012,Standard product,12.1835,4.085,7.403,0.23,0.45,-,-
Appenzell Ausserrhoden,C6,2011,Standard product,11.633,4.05,7.133,0,0.45,-,-
Zurich,C6,2013,Standard product,12.436,3.81,8.177,0,0.45,-,-
Solothurn,C6,2014,Standard product,13.384,4.568,8.197,0.02,0.6,-,-
Appenzell Ausserrhoden,C6,2025,Standard product,22.212,5.943,13.969,0,2.3,-,-
Glarus,C6,2011,Standard product,13.128,6.403,6.174,0.1,0.45,-,-
Basel Stadt,C6,2025,Standard product,26.219,9.182,8.919,5.818,2.3,-,-
Jura,C6,2013,Standard product,14.078,4.545,9.062,0.02,0.45,-,-
Zurich,C6,2022,Standard product,12.825,4.348,6.477,0.05,2.3,-,-
Nidwalden,C6,2016,Standard product,14.131,4.931,6.9,1,1.3,-,-
Uri,C6,2013,Standard product,15.632,6.46,8.122,0.601,0.45,-,-
Schwyz,C6,2024,Standard product,28.707,7.826,18.468,0.16,2.3,-,-
Zurich,C6,2012,Standard product,12.69,4.021,8.218,0,0.45,-,-
Basel Stadt,C6,2017,Standard product,20.855,6.695,6.712,5.948,1.5,-,-
Grisons,C6,2015,Standard product,17.563,6.493,8.97,1,1.1,-,-
Uri,C6,2012,Standard product,15.527,6.93,7.807,0.34,0.45,-,-
Bern,C6,2021,Standard product,16.906,5.526,9.06,0.02,2.3,-,-
Glarus,C6,2021,Standard product,14.028,5.461,5.9,0.3,2.3,-,-
Bern,C6,2012,Standard product,14.216,4.695,9.051,0.02,0.45,-,-
Schwyz,C6,2021,Standard product,14.058,4.725,6.47,0.4,2.3,-,-
Grisons,C6,2026,Standard product,21.044,7.791,11.9,1.4,2.3,0.018,264
Bern,C6,2011,Standard product,14.498,4.977,9.051,0.02,0.45,-,-
Grisons,C6,2021,Standard product,17.313,6.318,7.537,1,2.3,-,-
Glarus,C6,2017,Standard product,12.926,5.188,5.5985,0.3,1.5,-,-
Basel Stadt,C6,2016,Standard product,20.373,6.257,6.912,5.904,1.3,-,-
Schwyz,C6,2014,Standard product,12.453,4.978,6.838,0.06,0.6,-,-
Glarus,C6,2026,Standard product,18.974,6.134,9.5,0.3,2.3,0.04,600
Nidwalden,C6,2024,Standard product,15.638,6.838,5.5,1,2.3,-,-
Bern,C6,2016,Standard product,15.714,6.331,8.062,0.02,1.3,-,-
Basel Landschaft,C6,2025,Standard product,21.902,5.499,13.919,0.184,2.3,-,-
Glarus,C6,2018,Standard product,13.446,5.108,5.4985,0.3,2.3,-,-
Grisons,C6,2016,Standard product,17.981,6.711,8.657,1,1.3,-,-
Bern,C6,2024,Standard product,22.417,8.237,11.86,0.02,2.3,-,-
Basel Landschaft,C6,2020,Standard product,14.248,3.994,7.734,0.219,2.3,-,-
Basel Landschaft,C6,2026,Standard product,21.01,5.825,12.692,0.161,2.3,0.032,480
Grisons,C6,2023,Standard product,21.197,6.859,9.2,1,2.3,-,-
Basel Stadt,C6,2021,Standard product,21.649,6.807,6.712,5.83,2.3,-,-
Grisons,C6,2012,Standard product,17.547,6.235,10.279,0.8,0.45,-,-
Grisons,C6,2013,Standard product,16.949,6.085,9.688,1,0.45,-,-
Grisons,C6,2018,Standard product,18.098,6.975,7.822,1.2,2.3,-,-
Lucerne,C6,2026,Standard product,20.87,5.934,12,0.75,2.3,0.039,584.4
Nidwalden,C6,2013,Standard product,13.182,4.212,7.6,0.92,0.45,-,-
Lucerne,C6,2022,Standard product,14.5,4.306,7.464,0.43,2.3,-,-
Basel Landschaft,C6,2023,Standard product,22.721,4.969,15.273,0.179,2.3,-,-
Grisons,C6,2024,Standard product,24.979,8.75,13,1,2.3,-,-
Basel Stadt,C6,2018,Standard product,21.901,6.967,6.712,5.922,2.3,-,-
Jura,H5,2021,Standard product,24.304,11.001,9.503,1.5,2.3,-,-
St Gallen,H5,2020,Standard product,17.809,7.6975,7.2,0.6,2.3,-,-
Appenzell Ausserrhoden,H5,2025,Standard product,27.663,9.82,15.544,0,2.3,-,-
Appenzell Ausserrhoden,H5,2019,Standard product,16.303,6.976,7.027,0,2.3,-,-
Schwyz,H5,2012,Standard product,15.776,6.686,7.5155,0.6,0.45,-,-
Fribourg,H5,2023,Standard product,21.729,7.493,11.936,0,2.3,-,-
Appenzell Innerrhoden,H5,2019,Standard product,16.004,7.1,6.604,0,2.3,-,-
